forcing_var,treatment,outcome
37.454011884736246,0,78.32558352724409
95.07143064099162,1,218.9045696741421
73.1993941811405,1,165.90302674414153
59.86584841970366,1,123.9626602827833
15.601864044243651,0,22.219581375003724
15.599452033620265,0,36.11809578230559
5.8083612168199465,0,-1.585609636566529
86.61761457749351,1,201.54981681353055
60.11150117432088,1,142.01740355585463
70.80725777960456,1,146.92275903816207
2.0584494295802447,0,-13.014446431748286
96.99098521619943,1,217.520694174053
83.24426408004217,1,175.34312970755818
21.233911067827616,0,54.84598525538985
18.182496720710063,0,20.420716853476456
18.34045098534338,0,30.687151741149034
30.42422429595377,0,60.90088558908937
52.475643163223786,1,115.421092264095
43.194501864211574,0,81.88834901363072
29.122914019804192,0,64.47432736308338
61.18528947223795,1,121.69437465064993
13.949386065204184,0,26.474977280195432
29.214464853521815,0,59.63188602416262
36.63618432936917,0,78.41675699932583
45.606998421703594,0,98.33014562429608
78.51759613930136,1,155.78877136022402
19.967378215835975,0,24.593614724315728
51.42344384136116,1,125.62365590170742
59.24145688620425,1,131.8060538922044
4.645041271999773,0,1.8052171784340096
60.75448519014384,1,147.02049013551292
17.052412368729154,0,35.261571080386894
6.505159298527952,0,24.803290437694166
94.88855372533332,1,200.45229226476775
96.56320330745594,1,223.73388586373176
80.83973481164611,1,189.23287804772426
30.46137691733707,0,58.4331123498834
9.767211400638388,0,29.25013231082033
68.42330265121569,1,153.30036479828286
44.01524937396013,0,101.71681432324375
12.203823484477883,0,14.758412363154722
49.51769101112702,0,105.89589662223844
3.4388521115218396,0,17.46194909153956
90.9320402078782,1,174.27668555152525
25.87799816000169,0,39.92341119334563
66.2522284353982,1,122.11213509319538
31.171107608941096,0,59.648146873436616
52.00680211778108,1,121.18902679352178
54.67102793432797,1,134.3656263896162
18.485445552552704,0,37.71183890930316
96.95846277645586,1,220.20308100862465
77.51328233611146,1,151.225550090074
93.9498941564189,1,180.86596391928626
89.48273504276489,1,188.4099930965636
59.78999788110851,1,133.4206502516101
92.18742350231169,1,194.04789952368245
8.84925020519195,0,-2.9759205900148658
19.59828624191452,0,38.305372088701155
4.522728891053807,0,-3.999237222940918
32.53303307632643,0,71.76279164095325
38.8677289689482,0,81.40144039886488
27.134903177389592,0,44.871008491505634
82.87375091519293,1,170.60883265701892
35.67533266935893,0,60.75853011982834
28.093450968738075,0,55.56011096474443
54.26960831582485,1,128.09063983666206
14.092422497476264,0,18.32758453159709
80.21969807540397,1,175.4798613059864
7.455064367977082,0,9.607552552229755
98.68869366005173,1,199.44865899748
77.22447692966574,1,163.3786502597859
19.87156815341724,0,29.390713082640737
0.5522117123602399,0,-4.432069628751341
81.54614284548342,1,161.11350676507834
70.68573438476172,1,171.0187200986873
72.90071680409874,1,156.15406912791477
77.12703466859458,1,157.2568142572633
7.4044651734090365,0,16.948729454160294
35.84657285442726,0,70.56986521194622
11.586905952512971,0,20.964115909693714
86.31034258755935,1,188.76235217555293
62.329812682755794,1,142.23470246598464
33.08980248526492,0,60.87459349442456
6.355835028602364,0,6.9534876507579275
31.09823217156622,0,59.445947371616
32.518332202674706,0,42.01745275799357
72.96061783380641,1,140.76932504562728
63.75574713552131,1,151.18023694548788
88.72127425763266,1,203.89222565027816
47.22149251619493,0,91.95262463682607
11.959424593830171,0,29.684418818218006
71.3244787222995,1,155.76145899003436
76.07850486168974,1,192.94581780793186
56.127719756949624,1,133.451188628245
77.0967179954561,1,162.91426007610454
49.379559636439076,0,89.2037148668739
52.27328293819941,1,98.48210267382309
42.75410183585496,0,87.54284003038215
2.541912674409519,0,-2.479682104023996
10.789142699330444,0,7.355748302684146
3.142918568673425,0,-0.17989170507841568
63.64104112637804,1,126.46660221661213
31.435598107632668,0,79.74261256599098
50.85706911647028,1,120.53053580243505
90.7566473926093,1,191.4335683720524
24.929222914887493,0,64.65788721867524
41.038292303562976,0,82.85026768360214
75.55511385430486,1,152.4973856953271
22.879816549162246,0,60.990873871021066
7.697990982879299,0,20.785082402605184
28.9751452913768,0,47.57782903948904
16.122128725400444,0,30.340870669964804
92.96976523425731,1,187.18334793466704
80.8120379564417,1,157.79607860324003
63.34037565104234,1,145.9425267774011
87.14605901877177,1,203.38628444224483
80.36720768991145,1,156.7487396416315
18.657005888603585,0,42.94370414411288
89.25589984899777,1,182.00537400677726
53.93422419156507,1,112.99719454548318
80.74401551640625,1,165.56409179042382
89.60912999234932,1,180.5783522879005
31.800347497186387,0,64.08591127382104
11.005192452767677,0,13.700883741424976
22.793516254194166,0,48.29160076618672
42.71077886262563,0,84.91917663075989
81.80147659224932,1,171.21347271583454
86.07305832563435,1,173.0704800308527
0.6952130531190703,0,-4.3772871994451865
51.07473025775657,1,119.7033727737707
41.7411003148779,0,88.4913725059996
22.210781047073024,0,34.646009646160536
